age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
5,0,50 or more apartments,2237,1,2,Nonfamily household: Male householder: Living alone
100,1,3-4 Apartments,1600,1,1,Nonfamily household: Male householder: Living alone
53,3,3-4 Apartments,2285,3,1,Nonfamily household: Female householder: Not living alone
53,3,3-4 Apartments,2285,3,1,Nonfamily household: Female householder: Not living alone
53,3,3-4 Apartments,2285,3,1,Nonfamily household: Female householder: Not living alone
100,1,5-9 Apartments,1000,2,15,"Other family household: Male householder, no spouse present"
100,1,5-9 Apartments,1000,2,15,"Other family household: Male householder, no spouse present"
4,2,3-4 Apartments,630,2,1,"Other family household: Female householder, no spouse present"
4,2,3-4 Apartments,630,2,1,"Other family household: Female householder, no spouse present"
16,1,2 Apartments,2641,2,2,Nonfamily household: Female householder: Not living alone
16,1,2 Apartments,2641,2,2,Nonfamily household: Female householder: Not living alone
100,1,2 Apartments,1030,1,2,Nonfamily household: Female householder: Living alone
100,0,20-49 Apartments,1590,2,7,Married couple household
100,0,20-49 Apartments,1590,2,7,Married couple household
100,1,50 or more apartments,470,2,15,"Other family household: Female householder, no spouse present"
100,1,50 or more apartments,470,2,15,"Other family household: Female householder, no spouse present"
43,2,10-19 Apartments,2050,3,3,"Other family household: Male householder, no spouse present"
43,2,10-19 Apartments,2050,3,3,"Other family household: Male householder, no spouse present"
43,2,10-19 Apartments,2050,3,3,"Other family household: Male householder, no spouse present"
100,3,3-4 Apartments,2060,3,3,Married couple household
100,3,3-4 Apartments,2060,3,3,Married couple household
100,3,3-4 Apartments,2060,3,3,Married couple household
23,3,20-49 Apartments,1400,3,3,"Other family household: Female householder, no spouse present"
23,3,20-49 Apartments,1400,3,3,"Other family household: Female householder, no spouse present"
23,3,20-49 Apartments,1400,3,3,"Other family household: Female householder, no spouse present"
100,4,One-family house detached,1200,2,2,Married couple household
100,4,One-family house detached,1200,2,2,Married couple household
43,2,2 Apartments,740,3,7,"Other family household: Female householder, no spouse present"
43,2,2 Apartments,740,3,7,"Other family household: Female householder, no spouse present"
43,2,2 Apartments,740,3,7,"Other family household: Female householder, no spouse present"
23,2,50 or more apartments,2430,2,15,"Other family household: Female householder, no spouse present"
23,2,50 or more apartments,2430,2,15,"Other family household: Female householder, no spouse present"
33,0,10-19 Apartments,1440,2,1,Nonfamily household: Male householder: Not living alone
33,0,10-19 Apartments,1440,2,1,Nonfamily household: Male householder: Not living alone
100,1,3-4 Apartments,860,1,30,Nonfamily household: Male householder: Living alone
4,1,50 or more apartments,1400,1,2,Nonfamily household: Female householder: Living alone
63,2,2 Apartments,1330,5,25,Married couple household
63,2,2 Apartments,1330,5,25,Married couple household
63,2,2 Apartments,1330,5,25,Married couple household
63,2,2 Apartments,1330,5,25,Married couple household
63,2,2 Apartments,1330,5,25,Married couple household
63,1,5-9 Apartments,1220,1,1,Nonfamily household: Female householder: Living alone
63,2,3-4 Apartments,1400,2,25,Married couple household
63,2,3-4 Apartments,1400,2,25,Married couple household
16,2,50 or more apartments,2430,2,7,Married couple household
16,2,50 or more apartments,2430,2,7,Married couple household
33,2,3-4 Apartments,1600,2,1,Nonfamily household: Male householder: Not living alone
33,2,3-4 Apartments,1600,2,1,Nonfamily household: Male householder: Not living alone
13,0,50 or more apartments,2280,1,2,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,2000,2,15,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,2000,2,15,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
23,4,One-family house detached,2350,8,7,"Other family household: Female householder, no spouse present"
43,1,3-4 Apartments,270,1,25,Nonfamily household: Female householder: Living alone
33,1,10-19 Apartments,260,1,15,Nonfamily household: Female householder: Living alone
53,1,20-49 Apartments,1624,1,2,Nonfamily household: Male householder: Living alone
53,2,One-family house detached,1445,2,7,"Other family household: Female householder, no spouse present"
53,2,One-family house detached,1445,2,7,"Other family household: Female householder, no spouse present"
100,2,5-9 Apartments,1560,5,3,Married couple household
100,2,5-9 Apartments,1560,5,3,Married couple household
100,2,5-9 Apartments,1560,5,3,Married couple household
100,2,5-9 Apartments,1560,5,3,Married couple household
100,2,5-9 Apartments,1560,5,3,Married couple household
100,1,20-49 Apartments,1970,1,1,Nonfamily household: Female householder: Living alone
63,2,3-4 Apartments,2350,2,1,Nonfamily household: Female householder: Not living alone
63,2,3-4 Apartments,2350,2,1,Nonfamily household: Female householder: Not living alone
53,1,3-4 Apartments,240,1,7,Nonfamily household: Female householder: Living alone
100,4,2 Apartments,3053,3,7,Married couple household
100,4,2 Apartments,3053,3,7,Married couple household
100,4,2 Apartments,3053,3,7,Married couple household
53,1,10-19 Apartments,1430,1,7,Nonfamily household: Male householder: Living alone
63,3,3-4 Apartments,2900,3,2,Nonfamily household: Male householder: Not living alone
63,3,3-4 Apartments,2900,3,2,Nonfamily household: Male householder: Not living alone
63,3,3-4 Apartments,2900,3,2,Nonfamily household: Male householder: Not living alone
73,1,3-4 Apartments,2000,2,1,Nonfamily household: Female householder: Not living alone
73,1,3-4 Apartments,2000,2,1,Nonfamily household: Female householder: Not living alone
100,0,5-9 Apartments,200,1,3,Nonfamily household: Male householder: Living alone
63,2,5-9 Apartments,1130,1,2,Nonfamily household: Female householder: Living alone
73,2,2 Apartments,1260,3,7,"Other family household: Female householder, no spouse present"
73,2,2 Apartments,1260,3,7,"Other family household: Female householder, no spouse present"
73,2,2 Apartments,1260,3,7,"Other family household: Female householder, no spouse present"
53,1,3-4 Apartments,880,2,3,Nonfamily household: Male householder: Not living alone
53,1,3-4 Apartments,880,2,3,Nonfamily household: Male householder: Not living alone
100,2,5-9 Apartments,530,4,25,"Other family household: Female householder, no spouse present"
100,2,5-9 Apartments,530,4,25,"Other family household: Female householder, no spouse present"
100,2,5-9 Apartments,530,4,25,"Other family household: Female householder, no spouse present"
100,2,5-9 Apartments,530,4,25,"Other family household: Female householder, no spouse present"
33,2,3-4 Apartments,1470,3,1,Married couple household
33,2,3-4 Apartments,1470,3,1,Married couple household
33,2,3-4 Apartments,1470,3,1,Married couple household
100,1,50 or more apartments,2430,2,1,Nonfamily household: Male householder: Not living alone
100,1,50 or more apartments,2430,2,1,Nonfamily household: Male householder: Not living alone
63,3,3-4 Apartments,1440,4,2,"Other family household: Female householder, no spouse present"
63,3,3-4 Apartments,1440,4,2,"Other family household: Female householder, no spouse present"
63,3,3-4 Apartments,1440,4,2,"Other family household: Female householder, no spouse present"
63,3,3-4 Apartments,1440,4,2,"Other family household: Female householder, no spouse present"
6,2,50 or more apartments,3222,2,1,Married couple household
6,2,50 or more apartments,3222,2,1,Married couple household
13,1,50 or more apartments,278,1,15,Nonfamily household: Male householder: Living alone
43,1,10-19 Apartments,1450,2,2,Married couple household
43,1,10-19 Apartments,1450,2,2,Married couple household
53,2,50 or more apartments,1830,1,30,Nonfamily household: Female householder: Living alone
12,1,50 or more apartments,1712,1,3,Nonfamily household: Male householder: Living alone
100,3,3-4 Apartments,240,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,240,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,240,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,240,4,3,"Other family household: Female householder, no spouse present"
23,1,10-19 Apartments,2460,1,3,Nonfamily household: Female householder: Living alone
100,1,5-9 Apartments,1000,2,2,Married couple household
100,1,5-9 Apartments,1000,2,2,Married couple household
100,1,5-9 Apartments,1620,1,3,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,1350,2,2,Nonfamily household: Male householder: Not living alone
43,1,20-49 Apartments,1350,2,2,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1450,2,25,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1450,2,25,"Other family household: Female householder, no spouse present"
5,2,50 or more apartments,3360,1,3,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,1390,2,2,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,1390,2,2,"Other family household: Female householder, no spouse present"
73,3,3-4 Apartments,1740,1,7,Nonfamily household: Female householder: Living alone
100,2,3-4 Apartments,1287,1,15,Nonfamily household: Male householder: Living alone
63,3,One-family house detached,2050,5,1,Married couple household
63,3,One-family house detached,2050,5,1,Married couple household
63,3,One-family house detached,2050,5,1,Married couple household
63,3,One-family house detached,2050,5,1,Married couple household
63,3,One-family house detached,2050,5,1,Married couple household
100,1,3-4 Apartments,940,1,3,Nonfamily household: Male householder: Living alone
100,1,50 or more apartments,340,1,3,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,860,3,3,Married couple household
100,3,3-4 Apartments,860,3,3,Married couple household
100,3,3-4 Apartments,860,3,3,Married couple household
8,1,50 or more apartments,2077,1,3,Nonfamily household: Female householder: Living alone
11,2,20-49 Apartments,1100,2,7,Married couple household
11,2,20-49 Apartments,1100,2,7,Married couple household
33,1,50 or more apartments,930,1,3,Nonfamily household: Female householder: Living alone
23,0,5-9 Apartments,1540,2,1,"Other family household: Male householder, no spouse present"
23,0,5-9 Apartments,1540,2,1,"Other family household: Male householder, no spouse present"
63,1,50 or more apartments,350,1,15,Nonfamily household: Female householder: Living alone
63,3,3-4 Apartments,1060,1,7,Nonfamily household: Male householder: Living alone
33,1,10-19 Apartments,990,1,7,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,1590,1,7,Nonfamily household: Female householder: Living alone
100,1,5-9 Apartments,1400,2,3,"Other family household: Male householder, no spouse present"
100,1,5-9 Apartments,1400,2,3,"Other family household: Male householder, no spouse present"
5,2,3-4 Apartments,440,5,2,Married couple household
5,2,3-4 Apartments,440,5,2,Married couple household
5,2,3-4 Apartments,440,5,2,Married couple household
5,2,3-4 Apartments,440,5,2,Married couple household
5,2,3-4 Apartments,440,5,2,Married couple household
100,1,20-49 Apartments,587,1,1,Nonfamily household: Male householder: Living alone
33,1,5-9 Apartments,1993,1,3,Nonfamily household: Female householder: Living alone
100,0,2 Apartments,1020,1,3,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,980,1,15,Nonfamily household: Male householder: Living alone
100,2,20-49 Apartments,2030,2,1,Nonfamily household: Female householder: Not living alone
100,2,20-49 Apartments,2030,2,1,Nonfamily household: Female householder: Not living alone
53,3,10-19 Apartments,1980,3,25,Nonfamily household: Male householder: Not living alone
53,3,10-19 Apartments,1980,3,25,Nonfamily household: Male householder: Not living alone
53,3,10-19 Apartments,1980,3,25,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,3,3-4 Apartments,1900,6,7,Nonfamily household: Male householder: Not living alone
100,2,One-family house attached,780,2,15,"Other family household: Female householder, no spouse present"
100,2,One-family house attached,780,2,15,"Other family household: Female householder, no spouse present"
100,4,2 Apartments,3421,4,3,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,3421,4,3,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,3421,4,3,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,3421,4,3,Nonfamily household: Male householder: Not living alone
14,4,One-family house detached,1500,4,7,Married couple household
14,4,One-family house detached,1500,4,7,Married couple household
14,4,One-family house detached,1500,4,7,Married couple household
14,4,One-family house detached,1500,4,7,Married couple household
5,2,50 or more apartments,3948,2,2,"Other family household: Male householder, no spouse present"
5,2,50 or more apartments,3948,2,2,"Other family household: Male householder, no spouse present"
53,1,50 or more apartments,430,1,1,Nonfamily household: Female householder: Living alone
53,3,2 Apartments,3895,1,2,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,2650,3,3,Married couple household
100,2,2 Apartments,2650,3,3,Married couple household
100,2,2 Apartments,2650,3,3,Married couple household
43,2,3-4 Apartments,1600,3,3,Married couple household
43,2,3-4 Apartments,1600,3,3,Married couple household
43,2,3-4 Apartments,1600,3,3,Married couple household
100,2,2 Apartments,2370,3,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,2370,3,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,2370,3,1,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,1090,1,1,Nonfamily household: Female householder: Living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
63,4,3-4 Apartments,3170,6,3,Nonfamily household: Female householder: Not living alone
100,2,5-9 Apartments,3250,1,7,Nonfamily household: Female householder: Living alone
33,2,5-9 Apartments,1800,4,1,"Other family household: Female householder, no spouse present"
33,2,5-9 Apartments,1800,4,1,"Other family household: Female householder, no spouse present"
33,2,5-9 Apartments,1800,4,1,"Other family household: Female householder, no spouse present"
33,2,5-9 Apartments,1800,4,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,2750,2,3,Nonfamily household: Female householder: Not living alone
100,2,2 Apartments,2750,2,3,Nonfamily household: Female householder: Not living alone
33,2,One-family house attached,1540,4,15,Married couple household
33,2,One-family house attached,1540,4,15,Married couple household
33,2,One-family house attached,1540,4,15,Married couple household
33,2,One-family house attached,1540,4,15,Married couple household
100,2,2 Apartments,890,2,3,Married couple household
100,2,2 Apartments,890,2,3,Married couple household
63,3,One-family house detached,2430,2,2,Married couple household
63,3,One-family house detached,2430,2,2,Married couple household
4,3,2 Apartments,1740,2,3,Married couple household
4,3,2 Apartments,1740,2,3,Married couple household
100,3,50 or more apartments,1170,4,3,Married couple household
100,3,50 or more apartments,1170,4,3,Married couple household
100,3,50 or more apartments,1170,4,3,Married couple household
100,3,50 or more apartments,1170,4,3,Married couple household
100,3,50 or more apartments,1400,3,1,"Other family household: Female householder, no spouse present"
100,3,50 or more apartments,1400,3,1,"Other family household: Female householder, no spouse present"
100,3,50 or more apartments,1400,3,1,"Other family household: Female householder, no spouse present"
33,3,5-9 Apartments,1900,5,3,"Other family household: Male householder, no spouse present"
33,3,5-9 Apartments,1900,5,3,"Other family household: Male householder, no spouse present"
33,3,5-9 Apartments,1900,5,3,"Other family household: Male householder, no spouse present"
33,3,5-9 Apartments,1900,5,3,"Other family household: Male householder, no spouse present"
33,3,5-9 Apartments,1900,5,3,"Other family household: Male householder, no spouse present"
100,2,20-49 Apartments,1580,1,1,Nonfamily household: Female householder: Living alone
73,1,10-19 Apartments,800,1,3,Nonfamily household: Male householder: Living alone
43,2,2 Apartments,920,2,7,Nonfamily household: Male householder: Not living alone
43,2,2 Apartments,920,2,7,Nonfamily household: Male householder: Not living alone
100,0,10-19 Apartments,560,1,3,Nonfamily household: Male householder: Living alone
100,3,One-family house detached,1750,3,7,Married couple household
100,3,One-family house detached,1750,3,7,Married couple household
100,3,One-family house detached,1750,3,7,Married couple household
23,1,50 or more apartments,240,1,15,Nonfamily household: Male householder: Living alone
100,2,2 Apartments,1490,2,1,Married couple household
100,2,2 Apartments,1490,2,1,Married couple household
100,3,3-4 Apartments,710,2,1,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,710,2,1,"Other family household: Female householder, no spouse present"
63,0,10-19 Apartments,600,1,7,Nonfamily household: Male householder: Living alone
73,1,50 or more apartments,700,1,25,Nonfamily household: Female householder: Living alone
63,2,5-9 Apartments,750,3,7,"Other family household: Female householder, no spouse present"
63,2,5-9 Apartments,750,3,7,"Other family household: Female householder, no spouse present"
63,2,5-9 Apartments,750,3,7,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,780,1,30,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,550,1,3,Nonfamily household: Female householder: Living alone
100,2,50 or more apartments,1480,1,1,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,1010,2,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1010,2,3,"Other family household: Female householder, no spouse present"
63,1,3-4 Apartments,240,1,1,Nonfamily household: Male householder: Living alone
100,0,50 or more apartments,1850,1,3,Nonfamily household: Female householder: Living alone
53,3,2 Apartments,2020,3,15,"Other family household: Male householder, no spouse present"
53,3,2 Apartments,2020,3,15,"Other family household: Male householder, no spouse present"
53,3,2 Apartments,2020,3,15,"Other family household: Male householder, no spouse present"
33,2,50 or more apartments,2830,4,1,Married couple household
33,2,50 or more apartments,2830,4,1,Married couple household
33,2,50 or more apartments,2830,4,1,Married couple household
33,2,50 or more apartments,2830,4,1,Married couple household
43,3,3-4 Apartments,1100,3,1,Nonfamily household: Female householder: Not living alone
43,3,3-4 Apartments,1100,3,1,Nonfamily household: Female householder: Not living alone
43,3,3-4 Apartments,1100,3,1,Nonfamily household: Female householder: Not living alone
100,3,2 Apartments,650,1,25,Nonfamily household: Female householder: Living alone
100,2,3-4 Apartments,1200,1,7,Nonfamily household: Male householder: Living alone
43,2,20-49 Apartments,1680,4,1,Married couple household
43,2,20-49 Apartments,1680,4,1,Married couple household
43,2,20-49 Apartments,1680,4,1,Married couple household
43,2,20-49 Apartments,1680,4,1,Married couple household
23,4,2 Apartments,1035,2,3,"Other family household: Female householder, no spouse present"
23,4,2 Apartments,1035,2,3,"Other family household: Female householder, no spouse present"
100,1,50 or more apartments,3230,1,1,Nonfamily household: Male householder: Living alone
53,0,50 or more apartments,370,1,3,Nonfamily household: Male householder: Living alone
73,2,2 Apartments,910,2,15,Married couple household
73,2,2 Apartments,910,2,15,Married couple household
33,3,3-4 Apartments,2660,3,1,Nonfamily household: Female householder: Not living alone
33,3,3-4 Apartments,2660,3,1,Nonfamily household: Female householder: Not living alone
33,3,3-4 Apartments,2660,3,1,Nonfamily household: Female householder: Not living alone
53,0,10-19 Apartments,1140,1,3,Nonfamily household: Male householder: Living alone
100,4,2 Apartments,3000,3,3,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,3000,3,3,Nonfamily household: Male householder: Not living alone
100,4,2 Apartments,3000,3,3,Nonfamily household: Male householder: Not living alone
43,0,50 or more apartments,1400,1,7,Nonfamily household: Male householder: Living alone
43,1,3-4 Apartments,1890,1,1,Nonfamily household: Female householder: Living alone
100,5,One-family house attached,4210,5,2,Nonfamily household: Male householder: Not living alone
100,5,One-family house attached,4210,5,2,Nonfamily household: Male householder: Not living alone
100,5,One-family house attached,4210,5,2,Nonfamily household: Male householder: Not living alone
100,5,One-family house attached,4210,5,2,Nonfamily household: Male householder: Not living alone
100,5,One-family house attached,4210,5,2,Nonfamily household: Male householder: Not living alone
23,3,3-4 Apartments,1530,4,3,Married couple household
23,3,3-4 Apartments,1530,4,3,Married couple household
23,3,3-4 Apartments,1530,4,3,Married couple household
23,3,3-4 Apartments,1530,4,3,Married couple household
63,3,3-4 Apartments,920,1,7,Nonfamily household: Female householder: Living alone
33,0,20-49 Apartments,1830,1,1,Nonfamily household: Male householder: Living alone
100,1,3-4 Apartments,1500,2,2,Nonfamily household: Female householder: Not living alone
100,1,3-4 Apartments,1500,2,2,Nonfamily household: Female householder: Not living alone
53,0,50 or more apartments,380,1,7,Nonfamily household: Female householder: Living alone
100,0,3-4 Apartments,600,1,15,Nonfamily household: Male householder: Living alone
43,1,2 Apartments,2097,1,1,Nonfamily household: Male householder: Living alone
53,3,20-49 Apartments,630,3,30,"Other family household: Female householder, no spouse present"
53,3,20-49 Apartments,630,3,30,"Other family household: Female householder, no spouse present"
53,3,20-49 Apartments,630,3,30,"Other family household: Female householder, no spouse present"
63,0,10-19 Apartments,240,1,15,Nonfamily household: Male householder: Living alone
12,2,20-49 Apartments,2990,4,3,Married couple household
12,2,20-49 Apartments,2990,4,3,Married couple household
12,2,20-49 Apartments,2990,4,3,Married couple household
12,2,20-49 Apartments,2990,4,3,Married couple household
33,2,10-19 Apartments,1550,4,3,Married couple household
33,2,10-19 Apartments,1550,4,3,Married couple household
33,2,10-19 Apartments,1550,4,3,Married couple household
33,2,10-19 Apartments,1550,4,3,Married couple household
100,1,50 or more apartments,2250,2,3,"Other family household: Female householder, no spouse present"
100,1,50 or more apartments,2250,2,3,"Other family household: Female householder, no spouse present"
33,1,20-49 Apartments,610,2,7,Married couple household
33,1,20-49 Apartments,610,2,7,Married couple household
100,2,2 Apartments,2190,1,7,Nonfamily household: Female householder: Living alone
100,2,10-19 Apartments,1750,2,3,"Other family household: Female householder, no spouse present"
100,2,10-19 Apartments,1750,2,3,"Other family household: Female householder, no spouse present"
43,2,10-19 Apartments,2180,2,7,Nonfamily household: Female householder: Not living alone
43,2,10-19 Apartments,2180,2,7,Nonfamily household: Female householder: Not living alone
23,2,2 Apartments,1000,2,7,Nonfamily household: Female householder: Not living alone
23,2,2 Apartments,1000,2,7,Nonfamily household: Female householder: Not living alone
100,1,2 Apartments,1960,1,1,Nonfamily household: Male householder: Living alone
33,1,3-4 Apartments,290,1,25,Nonfamily household: Female householder: Living alone
11,1,50 or more apartments,2109,2,7,Married couple household
11,1,50 or more apartments,2109,2,7,Married couple household
100,3,10-19 Apartments,1300,3,1,"Other family household: Female householder, no spouse present"
100,3,10-19 Apartments,1300,3,1,"Other family household: Female householder, no spouse present"
100,3,10-19 Apartments,1300,3,1,"Other family household: Female householder, no spouse present"
53,2,20-49 Apartments,520,3,7,Married couple household
53,2,20-49 Apartments,520,3,7,Married couple household
53,2,20-49 Apartments,520,3,7,Married couple household
100,2,3-4 Apartments,1190,1,2,Nonfamily household: Male householder: Living alone
23,3,3-4 Apartments,450,1,1,Nonfamily household: Male householder: Living alone
23,2,5-9 Apartments,490,2,3,"Other family household: Female householder, no spouse present"
23,2,5-9 Apartments,490,2,3,"Other family household: Female householder, no spouse present"
33,4,One-family house attached,1850,1,30,Nonfamily household: Male householder: Living alone
100,2,2 Apartments,1130,4,3,Married couple household
100,2,2 Apartments,1130,4,3,Married couple household
100,2,2 Apartments,1130,4,3,Married couple household
100,2,2 Apartments,1130,4,3,Married couple household
63,1,10-19 Apartments,630,1,15,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,1020,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1020,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1020,4,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1020,4,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1640,4,7,Married couple household
100,2,2 Apartments,1640,4,7,Married couple household
100,2,2 Apartments,1640,4,7,Married couple household
100,2,2 Apartments,1640,4,7,Married couple household
100,5,10-19 Apartments,1500,2,25,Nonfamily household: Male householder: Not living alone
100,5,10-19 Apartments,1500,2,25,Nonfamily household: Male householder: Not living alone
100,2,5-9 Apartments,730,2,3,"Other family household: Female householder, no spouse present"
100,2,5-9 Apartments,730,2,3,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,2640,2,3,Married couple household
100,1,5-9 Apartments,2640,2,3,Married couple household
63,0,50 or more apartments,1230,1,3,Nonfamily household: Male householder: Living alone
43,2,3-4 Apartments,1240,5,3,"Other family household: Female householder, no spouse present"
43,2,3-4 Apartments,1240,5,3,"Other family household: Female householder, no spouse present"
43,2,3-4 Apartments,1240,5,3,"Other family household: Female householder, no spouse present"
43,2,3-4 Apartments,1240,5,3,"Other family household: Female householder, no spouse present"
43,2,3-4 Apartments,1240,5,3,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,2120,3,1,Married couple household
100,2,3-4 Apartments,2120,3,1,Married couple household
100,2,3-4 Apartments,2120,3,1,Married couple household
100,2,One-family house attached,2130,1,1,Nonfamily household: Male householder: Living alone
100,1,10-19 Apartments,1800,1,25,Nonfamily household: Male householder: Living alone
33,2,3-4 Apartments,1168,1,15,Nonfamily household: Female householder: Living alone
53,1,One-family house attached,850,1,15,Nonfamily household: Male householder: Living alone
12,2,50 or more apartments,1840,2,3,Married couple household
12,2,50 or more apartments,1840,2,3,Married couple household
100,2,50 or more apartments,2740,4,1,Married couple household
100,2,50 or more apartments,2740,4,1,Married couple household
100,2,50 or more apartments,2740,4,1,Married couple household
100,2,50 or more apartments,2740,4,1,Married couple household
100,3,5-9 Apartments,1000,1,3,Nonfamily household: Male householder: Living alone
53,2,5-9 Apartments,1830,2,1,Nonfamily household: Female householder: Not living alone
53,2,5-9 Apartments,1830,2,1,Nonfamily household: Female householder: Not living alone
100,2,50 or more apartments,1500,2,7,Married couple household
100,2,50 or more apartments,1500,2,7,Married couple household
14,3,One-family house attached,2220,3,15,Married couple household
14,3,One-family house attached,2220,3,15,Married couple household
14,3,One-family house attached,2220,3,15,Married couple household
100,1,5-9 Apartments,1230,2,3,Nonfamily household: Female householder: Not living alone
100,1,5-9 Apartments,1230,2,3,Nonfamily household: Female householder: Not living alone
53,1,50 or more apartments,1640,2,2,Married couple household
53,1,50 or more apartments,1640,2,2,Married couple household
100,1,10-19 Apartments,1870,1,2,Nonfamily household: Male householder: Living alone
43,2,10-19 Apartments,1750,2,1,Married couple household
43,2,10-19 Apartments,1750,2,1,Married couple household
43,0,50 or more apartments,780,1,3,Nonfamily household: Female householder: Living alone
53,2,2 Apartments,1680,2,3,Married couple household
53,2,2 Apartments,1680,2,3,Married couple household
100,3,3-4 Apartments,1040,2,3,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,1040,2,3,"Other family household: Female householder, no spouse present"
53,2,5-9 Apartments,1500,2,2,"Other family household: Female householder, no spouse present"
53,2,5-9 Apartments,1500,2,2,"Other family household: Female householder, no spouse present"
23,1,20-49 Apartments,850,1,2,Nonfamily household: Female householder: Living alone
63,3,One-family house detached,1325,4,7,Married couple household
63,3,One-family house detached,1325,4,7,Married couple household
63,3,One-family house detached,1325,4,7,Married couple household
63,3,One-family house detached,1325,4,7,Married couple household
23,2,5-9 Apartments,980,1,1,Nonfamily household: Male householder: Living alone
100,2,50 or more apartments,2100,3,1,Married couple household
100,2,50 or more apartments,2100,3,1,Married couple household
100,2,50 or more apartments,2100,3,1,Married couple household
73,2,3-4 Apartments,880,4,7,Married couple household
73,2,3-4 Apartments,880,4,7,Married couple household
73,2,3-4 Apartments,880,4,7,Married couple household
73,2,3-4 Apartments,880,4,7,Married couple household
63,3,5-9 Apartments,250,2,30,Married couple household
63,3,5-9 Apartments,250,2,30,Married couple household
63,1,5-9 Apartments,580,1,15,Nonfamily household: Female householder: Living alone
100,2,20-49 Apartments,2100,1,1,Nonfamily household: Male householder: Living alone
7,3,2 Apartments,3997,3,3,Nonfamily household: Male householder: Not living alone
7,3,2 Apartments,3997,3,3,Nonfamily household: Male householder: Not living alone
7,3,2 Apartments,3997,3,3,Nonfamily household: Male householder: Not living alone
43,2,50 or more apartments,370,2,3,Married couple household
43,2,50 or more apartments,370,2,3,Married couple household
33,3,One-family house detached,2400,1,7,Nonfamily household: Male householder: Living alone
33,2,3-4 Apartments,1110,1,7,Nonfamily household: Female householder: Living alone
100,1,50 or more apartments,1600,1,1,Nonfamily household: Female householder: Living alone
100,1,20-49 Apartments,1510,1,15,Nonfamily household: Male householder: Living alone
